Version,Hybrid Score,Variance Score,Hybrid Rank,Variance Rank,Bundle (gzipped),Bundle (minified)
3.1.1,56.8,55.4,#2,#5,1697
1.657 KB,4.808 KB
3.1.2,56.8,55.4,#2,#5,1272
1.242 KB,3.445 KB
3.1.3,56.8,55.4,#2,#5,1697
1.657 KB,4.808 KB
3.1.4,56.8,55.4,#2,#5,1697
1.657 KB,4.808 KB
3.1.5,56.8,55.4,#2,#5,2022
1.974 KB,6.162 KB
3.2.0,56.8,55.4,#2,#5,1976
1.929 KB,5.568 KB
3.3.0,56.8,55.4,#2,#5,1985
1.938 KB,5.595 KB
3.5.0,56.8,55.4,#2,#5,2185
2.133 KB,6.415 KB
3.7.0,56.8,55.4,#2,#5,2402
2.345 KB,7.416 KB
3.8.0,56.8,55.4,#2,#5,2419
2.362 KB,7.529 KB
